"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID"
"107","AT1G02400","259445_at",0.880501,0.752,0.329,-7.197047,0.0141,"GA2OX6","gibberellin 2-oxidase 6","GO:0009416; GO:0009639; GO:0009686; GO:0045487; GO:0005737; GO:0009507; GO:0051213; GO:0052634",NA,15164216,9,"Mesangiospermae","ARATH00250"
"108","AT1G02410","259446_at",0.70681,0.489,-0.731,-6.964644,-0.0456,"AT1G02410","cytochrome c oxidase assembly protein CtaG / Cox11","GO:0008150; GO:0009846; GO:0010101; GO:1904960; GO:0005739; GO:0009507; GO:0032592; GO:0005507; GO:0043621","00190; 01100",15164219,2,"Eukaryota","ARATH00253"
"109","AT1G02420","259414_at",0.937242,0.858,0.185,-7.238909,0.00629,"AT1G02420","pentatricopeptide repeat-containing protein","GO:0008150; GO:0009507; GO:0003674",NA,15164220,7,"Spermatophyta","ARATH00254"
"110","AT1G02450","260904_at",0.255716,0.096,-1.93,-5.565261,-0.195,"NIMIN1","protein NIM1-INTERACTING 1","GO:0010112; GO:0042742; GO:0045892; GO:0005634; GO:0005515",NA,15164225,13,"Brassicaceae","ARATH00259"
"111","AT1G02460","260903_at",0.00133,2.79e-05,-9.84,3.129668,-0.477,"AT1G02460","pectin lyase-like superfamily protein","GO:0005975; GO:0005576; GO:0004650",NA,15164226,8,"Magnoliopsida","ARATH00260"
"112","AT1G02470","260933_at",0.237298,0.0862,-2,-5.459951,-0.0932,"AT1G02470","SRPBCC ligand-binding domain-containing protein","GO:0008150; GO:0009507; GO:0003674",NA,15164227,2,"Eukaryota","ARATH00261"
"113","AT1G02475","260916_at",0.043422,0.00782,-3.72,-2.965331,-0.197,"AT1G02475","SRPBCC ligand-binding domain-containing protein","GO:0008150; GO:0005634; GO:0003674",NA,15164229,4,"Streptophyta","ARATH00263"
"114","AT1G02500","260913_at",0.009085,0.000781,-5.73,-0.466323,-0.303,"SAM1","S-adenosylmethionine synthetase 1","GO:0006556; GO:0009693; GO:0046686; GO:0005576; GO:0005618; GO:0005737; GO:0005829; GO:0005886; GO:0004478; GO:0005515","00270; 01100; 01110",15164231,1,"LUCA","ARATH00265"
"115","AT1G02550","260931_at",0.724185,0.514,-0.689,-6.996829,-0.0384,"AT1G02550","plant invertase/pectin methylesterase inhibitor domain-containing protein","GO:0043086; GO:0009507; GO:0004857",NA,15164237,12,"malvids","ARATH00271"
"116","AT1G02560","260912_at",0.443808,0.219,1.35,-6.332499,0.105,"CLPP5","ATP-dependent Clp protease proteolytic subunit 5","GO:0006515; GO:0018119; GO:0005576; GO:0009368; GO:0009507; GO:0009532; GO:0009534; GO:0009570; GO:0009579; GO:0009840; GO:0009941; GO:0004176; GO:0004252; GO:0051117",NA,15164238,3,"Viridiplantae","ARATH00272"
"117","AT1G02575","260907_at",0.726264,0.516,-0.684,-6.999982,-0.0256,"AT1G02575","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15164240,10,"Pentapetalae","ARATH00274"
"118","AT1G02580","260908_at",0.852624,0.702,-0.399,-7.168681,-0.0151,"MEA","histone-lysine N-methyltransferase MEDEA","GO:0006349; GO:0009646; GO:0045892; GO:0048317; GO:2000014; GO:0005634; GO:0031519; GO:0005515; GO:0043565",NA,15164241,2,"Eukaryota","ARATH00275"
"119","AT1G02640","260914_at",0.002387,8.86e-05,-8.21,1.895972,-0.585,"BXL2","probable beta-D-xylosidase 2","GO:0031222; GO:0045493; GO:0005576; GO:0009505; GO:0004553; GO:0009044; GO:0046556","00460; 00500; 00940; 01110",15164250,2,"Eukaryota","ARATH00284"
"120","AT1G02660","260915_at",0.00134,2.84e-05,-9.81,3.110482,-0.489,"AT1G02660","alpha/beta-Hydrolases superfamily protein","GO:0002213; GO:0009628; GO:0031349; GO:0005576; GO:0009507; GO:0047714",NA,15164253,6,"Tracheophyta","ARATH00287"
"121","AT1G02680","260929_at",0.113339,0.0306,-2.72,-4.409207,-0.128,"TAF13","TBP-associated factor 13","GO:0006357; GO:0006366; GO:0009793; GO:0009960; GO:0048316; GO:0005634; GO:0005669; GO:0003677; GO:0003712; GO:0046982","03022",15164261,2,"Eukaryota","ARATH00295"
"122","AT1G02690","260910_at",0.000919,1.42e-05,10.9,3.841402,0.576,"IMPA-6","importin alpha isoform 6","GO:0006607; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0042025; GO:0008139; GO:0061608",NA,15164263,2,"Eukaryota","ARATH00297"
"123","AT1G02700","260917_at",0.790784,0.606,-0.54,-7.095411,-0.0246,"AT1G02700","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15164264,10,"Pentapetalae","ARATH00298"
"124","AT1G02710","260905_at",0.929702,0.841,-0.208,-7.233784,-0.0121,"AT1G02710","glycine-rich protein","GO:0008150; GO:0003674",NA,15164266,14,"Arabidopsis","ARATH00300"
"125","AT1G02720","260928_at",0.40448,0.189,-1.46,-6.203356,-0.0514,"GATL5","galacturonosyltransferase 5","GO:0045489; GO:0048354; GO:0048363; GO:0071668; GO:0005783; GO:0005794; GO:0047262",NA,15164267,2,"Eukaryota","ARATH00301"
"126","AT1G02730","262109_at",0.004362,0.000244,6.97,0.800453,0.503,"CSLD5","cellulose synthase-like protein D5","GO:0000919; GO:0006970; GO:0009414; GO:0009651; GO:0009833; GO:0010583; GO:0030244; GO:0042546; GO:0048367; GO:0005794; GO:0005802; GO:0005886; GO:0016760; GO:0046527; GO:0051753","00500; 00520; 01100",15164268,9,"Mesangiospermae","ARATH00302"
"127","AT1G02740","262108_at",0.80875,0.633,-0.499,-7.118739,-0.0226,"AT1G02740","MRG family protein","GO:0006355; GO:0016573; GO:0043967; GO:0048510; GO:0000123; GO:0005634; GO:0005515; GO:1990188",NA,15164269,2,"Eukaryota","ARATH00303"
"128","AT1G02750","262107_at",0.119468,0.033,-2.66,-4.487329,-0.175,"AT1G02750","protein DEHYDRATION-INDUCED 19-like protein 2","GO:0005634",NA,15164270,11,"rosids","ARATH00304"
"129","AT1G02780","262117_at",0.001748,5.02e-05,8.98,2.506192,0.481,"emb2386","60S ribosomal protein L19-1","GO:0006412; GO:0009793; GO:0005576; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0009506; GO:0022625; GO:0022626; GO:0003723; GO:0003729; GO:0003735","03010",15164273,1,"LUCA","ARATH00307"
"130","AT1G02790","262122_at",0.95264,0.891,-0.143,-7.246818,-0.00477,"PGA4","polygalacturonase 4","GO:0005975; GO:0005576; GO:0004650; GO:0047911","00040; 00500; 01100",15164274,9,"Mesangiospermae","ARATH00308"
"131","AT1G02800","262121_at",0.539099,0.301,-1.12,-6.604275,-0.0441,"CEL2","endoglucanase 1","GO:0007389; GO:0009624; GO:0005576; GO:0008810",NA,15164275,2,"Eukaryota","ARATH00309"
"132","AT1G02810","262105_at",0.72292,0.512,0.692,-6.994329,0.0238,"AT1G02810","pectinesterase 7","GO:0042545; GO:0045490; GO:0009507; GO:0030599; GO:0046910",NA,15164276,9,"Mesangiospermae","ARATH00310"
"133","AT1G02813","262115_at",0.314824,0.13,-1.72,-5.855184,-0.0611,"AT1G02813","hypothetical protein","GO:0008150; GO:0005576",NA,15164277,7,"Spermatophyta","ARATH00311"
"134","AT1G02816","262116_at",0.11552,0.0315,2.7,-4.438811,0.121,"AT1G02816","hypothetical protein","GO:0008150; GO:0005576; GO:0005773; GO:0005774; GO:0003674",NA,15164278,7,"Spermatophyta","ARATH00312"
"135","AT1G02820","262113_at",0.741029,0.537,-0.65,-7.024527,-0.0231,"AT1G02820","late embryogenesis abundant 3-like protein","GO:0006950; GO:0009414; GO:0009651; GO:0005634; GO:0005739; GO:0005829; GO:0009507; GO:0003674",NA,15164279,10,"Pentapetalae","ARATH00313"
"136","AT1G02830","262132_at",0.210236,0.0723,2.12,-5.285732,0.0942,"AT1G02830","large subunit ribosomal protein L22e","GO:0002181; GO:0009507; GO:0022625; GO:0003723","03010",15164280,2,"Eukaryota","ARATH00314"
"137","AT1G02840","262110_at",0.60636,0.372,-0.955,-6.77025,-0.0797,"SR1","Pre-mRNA-splicing factor SF2","GO:0000381; GO:0045292; GO:0005634; GO:0005737; GO:0016607; GO:0035061; GO:0003723; GO:0003729; GO:0005515","03040",15164281,2,"Eukaryota","ARATH00315"
"138","AT1G02850","262118_at",0.008,0.000653,5.91,-0.271342,0.264,"BGLU11","beta glucosidase 11","GO:0005975; GO:0005576; GO:0005886; GO:0008422; GO:0102483",NA,15164287,1,"LUCA","ARATH00321"
"139","AT1G02860","262114_at",0.018184,0.0022,-4.76,-1.592216,-0.319,"NLA","E3 ubiquitin-protein ligase BAH1","GO:0009626; GO:0009627; GO:0009697; GO:0009751; GO:0010167; GO:0010337; GO:0016567; GO:0042742; GO:0080021; GO:0005634; GO:0005737; GO:0005739; GO:0005886; GO:0004842; GO:0005515",NA,15164290,4,"Streptophyta","ARATH00324"
"140","AT1G02870","262112_at",0.151488,0.0462,2.43,-4.83382,0.198,"AT1G02870","hypothetical protein","GO:0042273; GO:0005634; GO:0005730; GO:0003674",NA,15164292,3,"Viridiplantae","ARATH00326"
"141","AT1G02890","262130_at",0.225975,0.0802,-2.05,-5.388163,-0.196,"AT1G02890","AAA-type ATPase family protein","GO:0005634; GO:0009507",NA,15164299,4,"Streptophyta","ARATH00333"
"142","AT1G02900","262131_at",0.980569,0.957,0.0562,-7.256627,0.00335,"RALF1","rapid alkalinization factor 1","GO:0007267; GO:0019722; GO:0030308; GO:0048364; GO:0005576; GO:0009506; GO:0048046; GO:0005515",NA,15164300,9,"Mesangiospermae","ARATH00334"
"143","AT1G02910","262104_at",0.314824,0.13,-1.72,-5.855717,-0.07,"LPA1","protein LOW PSII ACCUMULATION1","GO:0010270; GO:0005576; GO:0009507",NA,15164302,3,"Viridiplantae","ARATH00336"
"144","AT1G02940","262103_at",0.02279,0.00309,4.47,-1.962383,0.511,"GSTF5","glutathione S-transferase F5","GO:0006749; GO:0009407; GO:0005737; GO:0005739; GO:0004364; GO:0043295","00480",15164307,2,"Eukaryota","ARATH00341"
"145","AT1G02950","262120_at",0.79044,0.606,0.541,-7.09489,0.0449,"GSTF4","glutathione S-transferase F4","GO:0006749; GO:0009407; GO:0005737; GO:0009507; GO:0004364; GO:0043295","00480",15164309,2,"Eukaryota","ARATH00343"
"146","AT1G02960","262111_at",0.323131,0.135,-1.7,-5.889229,-0.091,"AT1G02960","hypothetical protein","GO:0005634",NA,15164315,11,"rosids","ARATH00349"
"147","AT1G02970","262106_at",0.023938,0.00331,4.41,-2.03587,0.278,"WEE1","Wee1-like protein kinase","GO:0000076; GO:0007050; GO:0007093; GO:0005634; GO:0004672; GO:0004713; GO:0004715; GO:0005515",NA,15164318,5,"Embryophyta","ARATH00352"
"148","AT1G03000","263170_at",0.515655,0.281,-1.17,-6.545068,-0.0512,"PEX6","peroxisome biogenesis protein 6","GO:0006625; GO:0006635; GO:0007031; GO:0016558; GO:0005778; GO:0005829; GO:0009507; GO:0005515; GO:0016887","04146",15164324,5,"Embryophyta","ARATH00358"
"149","AT1G03010","263169_at",0.034209,0.00555,3.99,-2.596449,0.169,"AT1G03010","phototropic-responsive NPH3 family protein","GO:0009860; GO:0016567; GO:0005634",NA,15164326,4,"Streptophyta","ARATH00360"
"150","AT1G03020","263168_at",0.585113,0.349,1.01,-6.720508,0.0404,"AT1G03020","monothiol glutaredoxin-S1","GO:0045454; GO:0005737; GO:0005515; GO:0009055; GO:0015035",NA,15164328,10,"Pentapetalae","ARATH00362"
"151","AT1G03030","263167_at",0.487453,0.256,1.24,-6.468606,0.0554,"AT1G03030","nucleoside/nucleotide kinase domain-containing protein","GO:0009507; GO:0005524; GO:0016301",NA,15164329,1,"LUCA","ARATH00363"
"152","AT1G03040","263117_at",0.420014,0.201,-1.41,-6.258259,-0.0891,"AT1G03040","transcription factor bHLH7","GO:0005634; GO:0001228; GO:0003700; GO:0005515; GO:0046983",NA,15164332,8,"Magnoliopsida","ARATH00366"
"153","AT1G03050","263166_at",0.780769,0.591,0.563,-7.081571,0.0188,"AT1G03050","putative clathrin assembly protein","GO:0006897; GO:0006900; GO:0009860; GO:0048268; GO:0072583; GO:0072659; GO:0005634; GO:0005886; GO:0005905; GO:0030136; GO:0045334; GO:0090404; GO:0090406; GO:0000149; GO:0005545; GO:0005546; GO:0032050",NA,15164334,8,"Magnoliopsida","ARATH00368"
"154","AT1G03055","263115_at",0.407879,0.192,-1.45,-6.215511,-0.0557,"AT1G03055","inhibition of secondary bud outgrowth protein D27-like protein","GO:0010223; GO:1901601; GO:0005634; GO:0009536",NA,15164335,9,"Mesangiospermae","ARATH00369"
"155","AT1G03060","263165_at",0.84424,0.689,-0.418,-7.159919,-0.0191,"SPI","WD/BEACH domain protein SPIRRIG","GO:0007033; GO:0009737; GO:0009825; GO:0010090; GO:0033962; GO:0071472; GO:0080001; GO:1903335; GO:1904580; GO:0000932; GO:0005634; GO:0005737; GO:0005768; GO:0005515",NA,15164338,2,"Eukaryota","ARATH00372"
"156","AT1G03070","263164_at",0.577167,0.34,-1.03,-6.700786,-0.0561,"AT1G03070","protein lifeguard 4","GO:0008150; GO:0016595",NA,15164341,2,"Eukaryota","ARATH00375"
"157","AT1G03080","263112_at",0.997892,0.994,0.00814,-7.258392,0.00101,"AT1G03080","kinase interacting (KIP1-like) protein","GO:0005886; GO:0051015",NA,15164342,8,"Magnoliopsida","ARATH00376"
"158","AT1G03090","263118_at",0.006903,0.000509,-6.16,0.000115,-0.449,"MCCA","methylcrotonoyl-CoA carboxylase subunit alpha","GO:0006552; GO:0005576; GO:0005739; GO:0022626; GO:0004485; GO:0016421; GO:0050897","00280; 01100",15164343,2,"Eukaryota","ARATH00377"
"159","AT1G03110","263119_at",0.000769,1.07e-05,11.4,4.132185,0.402,"AT1G03110","tRNA modification protein 82","GO:0006400; GO:0008618; GO:0005634; GO:0005737; GO:0005829; GO:0043527; GO:0008176",NA,15164348,5,"Embryophyta","ARATH00382"
"160","AT1G03130","263114_at",0.010911,0.00104,-5.45,-0.773512,-0.487,"PSAD-2","photosystem I reaction center subunit D-2","GO:0005576; GO:0009507; GO:0009534; GO:0009535; GO:0009538; GO:0009579; GO:0009941; GO:0003674","00195; 01100",15164351,2,"Eukaryota","ARATH00385"
"161","AT1G03150","263113_at",0.11552,0.0315,2.7,-4.438882,0.174,"AT1G03150","Acyl-CoA N-acyltransferases superfamily protein","GO:0017196; GO:0031416; GO:0004596",NA,15164353,2,"Eukaryota","ARATH00387"
"162","AT1G03160","263163_at",0.83681,0.676,0.437,-7.151119,0.0246,"FZL","FZO-like protein","GO:0010027; GO:0010228; GO:0034051; GO:1902478; GO:0009507; GO:0009707; GO:0031969",NA,15164355,3,"Viridiplantae","ARATH00389"
"163","AT1G03170","264363_at",0.07133,0.016,3.18,-3.729142,0.184,"AT1G03170","protein FANTASTIC FOUR 2","GO:0010075; GO:0005634; GO:0003674",NA,15164359,13,"Brassicaceae","ARATH00393"
"164","AT1G03180","264358_at",0.470278,0.241,1.28,-6.417726,0.0516,"AT1G03180","hypothetical protein","GO:0008150; GO:0005634; GO:0005739; GO:0003674",NA,15164360,3,"Viridiplantae","ARATH00394"
"165","AT1G03190","264356_at",0.354326,0.155,1.6,-6.021236,0.0619,"UVH6","DNA repair helicase UVH6","GO:0000019; GO:0000717; GO:0006281; GO:0006366; GO:0006979; GO:0009408; GO:0009411; GO:0033683; GO:0045893; GO:0045951; GO:0005634; GO:0003678; GO:0003684; GO:0005515; GO:0008353","03420",15164363,2,"Eukaryota","ARATH00397"
"166","AT1G03210","264355_at",0.031108,0.00486,4.09,-2.453146,0.246,"AT1G03210","Phenazine biosynthesis PhzC/PhzF protein","GO:0008150; GO:0009058; GO:0005575; GO:0003674; GO:0003824",NA,15164365,1,"LUCA","ARATH00399"
"167","AT1G03250","264366_at",0.25152,0.0937,1.95,-5.54135,0.124,"AT1G03250","hypothetical protein","GO:0008150; GO:0005634; GO:0003676",NA,15164373,4,"Streptophyta","ARATH00407"
"168","AT1G03260","264353_at",0.711374,0.495,0.721,-6.973072,0.0442,"AT1G03260","SNARE associated Golgi protein family","GO:0005829; GO:0005886; GO:0016020",NA,15164374,2,"Eukaryota","ARATH00408"
"169","AT1G03270","264352_at",0.71504,0.5,-0.712,-6.979665,-0.029,"AT1G03270","CBS domain-containing protein","GO:0030026; GO:0005737; GO:0005886; GO:0043231; GO:0003674",NA,15164375,2,"Eukaryota","ARATH00409"
"170","AT1G03280","264368_at",0.598435,0.363,-0.974,-6.751839,-0.0919,"AT1G03280","transcription initiation factor TFIIE alpha subunit","GO:0001113; GO:0006357; GO:0005634; GO:0005673; GO:0000993","03022",15164376,3,"Viridiplantae","ARATH00410"
"171","AT1G03290","264362_at",0.109189,0.029,-2.75,-4.354018,-0.288,"AT1G03290","hypothetical protein","GO:0005576; GO:0005634; GO:0001228",NA,15164379,13,"Brassicaceae","ARATH00413"
"172","AT1G03300","264361_at",0.702715,0.483,0.742,-6.956838,0.0289,"ATDUF1","hypothetical protein","GO:0005634",NA,15164380,11,"rosids","ARATH00414"
"173","AT1G03310","264360_at",0.046316,0.00857,3.65,-3.063283,0.177,"DBE1","Isoamylase 2","GO:0005977; GO:0010021; GO:0019252; GO:0009507; GO:0019156",NA,15164381,4,"Streptophyta","ARATH00415"
"174","AT1G03320","264359_at",0.964366,0.918,-0.107,-7.251915,-0.0046,"AT1G03320","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15164382,13,"Brassicaceae","ARATH00416"
"175","AT1G03330","264364_at",0.015384,0.00172,4.98,-1.327902,0.331,"AT1G03330","Small nuclear ribonucleoprotein family protein","GO:0000398; GO:0000932; GO:0005634; GO:0005688; GO:0005829; GO:0046540; GO:0071011; GO:0071013; GO:1990726","03018; 03040",15164384,2,"Eukaryota","ARATH00418"
"176","AT1G03350","264367_at",0.194892,0.0651,2.2,-5.180593,0.132,"AT1G03350","BSD domain-containing protein","GO:0008150; GO:0005737; GO:0003674",NA,15164386,11,"rosids","ARATH00420"
"177","AT1G03360","264357_at",0.009274,0.000811,5.69,-0.507439,0.326,"RRP4","ribosomal RNA processing protein 4","GO:0000460; GO:0000467; GO:0034427; GO:0034475; GO:0043928; GO:0060149; GO:0071034; GO:0071035; GO:0071038; GO:0071049; GO:0071051; GO:0000176; GO:0000177; GO:0000178; GO:0005654; GO:0005730; GO:0005737; GO:0003723","03018",15164387,2,"Eukaryota","ARATH00421"
"178","AT1G03380","264828_at",0.021613,0.00286,-4.53,-1.879589,-0.308,"ATG18G","autophagy 18G-like protein","GO:0042594; GO:0005737; GO:0003674",NA,15164391,6,"Tracheophyta","ARATH00425"
"179","AT1G03390","264827_at",0.94846,0.881,-0.156,-7.244603,-0.00646,"AT1G03390","HXXXD-type acyl-transferase-like protein","GO:0005737; GO:0016747",NA,15164392,6,"Tracheophyta","ARATH00426"
"180","AT1G03430","264838_at",0.697669,0.477,-0.752,-6.948272,-0.046,"AHP5","histidine-containing phosphotransfer protein 5","GO:0000160; GO:0007165; GO:0009557; GO:0009560; GO:0009736; GO:0016310; GO:0080036; GO:0005634; GO:0005737; GO:0009927; GO:0043424","04075",15164399,5,"Embryophyta","ARATH00433"
"181","AT1G03440","264840_at",0.437087,0.214,-1.37,-6.312745,-0.0665,"AT1G03440","leucine-rich repeat-containing protein","GO:0006952; GO:0007165; GO:0005739",NA,15164400,5,"Embryophyta","ARATH00434"
"182","AT1G03445","264823_at",0.75594,0.557,-0.617,-7.046817,-0.0254,"BSU1","serine/threonine-protein phosphatase BSU1","GO:0009742; GO:0032880; GO:1900459; GO:0005634; GO:0005737; GO:0005886; GO:0004722; GO:0005515","04075",15164401,2,"Eukaryota","ARATH00435"
"183","AT1G03457","264822_at",0.609395,0.375,-0.948,-6.776735,-0.0348,"AT1G03457","RNA recognition motif-containing protein","GO:0006402; GO:0048573; GO:2000028; GO:0005634; GO:0005737; GO:1990904; GO:0003723; GO:0003729",NA,15164405,2,"Eukaryota","ARATH00439"
"184","AT1G03470","264821_at",0.095602,0.0241,2.88,-4.161973,0.158,"AT1G03470","NETWORKED 3A","GO:0005634; GO:0005774; GO:0005884; GO:0005886; GO:0031965; GO:0051015",NA,15164406,8,"Magnoliopsida","ARATH00440"
"185","AT1G03475","264820_at",0.046473,0.00861,3.64,-3.068682,0.241,"LIN2","coproporphyrinogen III oxidase","GO:0006782; GO:0033014; GO:0005576; GO:0005737; GO:0009507; GO:0009536; GO:0009570; GO:0048046; GO:0004109","00860; 01100; 01110",15164407,1,"LUCA","ARATH00441"
"186","AT1G03510","264819_at",0.969493,0.932,0.0892,-7.253899,0.00445,"AT1G03510","pentatricopeptide repeat-containing protein","GO:0009451; GO:0009507; GO:0043231",NA,15164410,8,"Magnoliopsida","ARATH00444"
"187","AT1G03520","264844_at",0.332494,0.141,-1.67,-5.930224,-0.109,"AT1G03520","core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein","GO:0005634; GO:0005794; GO:0016757",NA,15164412,5,"Embryophyta","ARATH00446"
"188","AT1G03530","264818_at",0.046164,0.00852,3.65,-3.057218,0.168,"NAF1","nuclear assembly factor 1","GO:0000493; GO:0001522; GO:0042254; GO:0005634; GO:0005732; GO:0009506; GO:0003723",NA,15164413,13,"Brassicaceae","ARATH00447"
"189","AT1G03540","264817_at",0.718158,0.504,-0.705,-6.984656,-0.0383,"AT1G03540","pentatricopeptide repeat-containing protein","GO:0009451; GO:0009507; GO:0043231",NA,15164414,8,"Magnoliopsida","ARATH00448"
"190","AT1G03550","264835_at",0.019547,0.00247,-4.66,-1.720059,-0.334,"AT1G03550","secretory carrier-associated membrane protein 2","GO:0015031; GO:0000139; GO:0005794; GO:0005886; GO:0032588; GO:0055038",NA,15164415,2,"Eukaryota","ARATH00449"
"191","AT1G03560","264816_at",0.291061,0.116,1.8,-5.746321,0.0871,"AT1G03560","pentatricopeptide repeat-containing protein","GO:0008150; GO:0005739",NA,15164422,8,"Magnoliopsida","ARATH00456"
"192","AT1G03590","264833_at",0.377016,0.17,-1.53,-6.106633,-0.065,"AT1G03590","putative protein phosphatase 2C 1","GO:0006470; GO:0005886; GO:0004722; GO:0004724",NA,15164423,7,"Spermatophyta","ARATH00457"
"193","AT1G03600","264837_at",0.550341,0.313,-1.09,-6.634104,-0.073,"PSB27","photosystem II Psb27 protein","GO:0010206; GO:0010207; GO:0071484; GO:0005576; GO:0009507; GO:0009534; GO:0009535; GO:0009543; GO:0009579","00195; 01100",15164424,4,"Streptophyta","ARATH00458"
"194","AT1G03610","264836_at",0.083074,0.0198,-3.03,-3.95187,-0.402,"AT1G03610","hypothetical protein","GO:0071456; GO:0005634; GO:0003674",NA,15164426,7,"Spermatophyta","ARATH00460"
"195","AT1G03620","264815_at",0.023883,0.00329,-4.41,-2.031633,-0.279,"AT1G03620","ELMO/CED-12 family protein","GO:0005634; GO:0005737; GO:0003674",NA,15164427,5,"Embryophyta","ARATH00461"
"196","AT1G03630","264839_at",0.547591,0.31,-1.1,-6.627329,-0.0633,"POR C","protochlorophyllide reductase C","GO:0015995; GO:0005576; GO:0009507; GO:0009534; GO:0009535; GO:0009941; GO:0003959; GO:0016630","00860; 01100; 01110",15164431,2,"Eukaryota","ARATH00465"
