"transcript" "Ej_gall_rep1_TranscriptAbundance" "Ej_gall_rep2_TranscriptAbundance" "Ej_gall_rep3_TranscriptAbundance" "Ej_leaf_rep1_TranscriptAbundance" "Ej_leaf_rep2_TranscriptAbundance" "Ej_leaf_rep3_TranscriptAbundance" "hog" "id" "phylostrata" "gene" "mean"
"589" "TRINITY_DN4987_c0_g1_i10" 1.94 2.953 3.314 2.641 3.132 3.576 "HOG:A0222050" 222050 "Magnoliopsida" "TRINITY_DN4987_c0_g1" 2.926
"590" "TRINITY_DN500_c0_g1_i23" 10.692 18.287 10.225 10.076 6.482 12.896 "HOG:A0214697" 214697 "Mesangiospermae" "TRINITY_DN500_c0_g1" 11.443
"591" "TRINITY_DN5007_c0_g2_i2" 0.726 0.782 0.59 0.448 0.286 0.786 "HOG:A0542903" 542903 "Eumetazoa" "TRINITY_DN5007_c0_g2" 0.603
"592" "TRINITY_DN5034_c0_g1_i1" 10.077 10.92 7.121 30.724 47.583 29.131 "HOG:A0233857" 233857 "Embryophyta" "TRINITY_DN5034_c0_g1" 22.5926666666667
"593" "TRINITY_DN5034_c0_g1_i10" 0 0 2.661 0 0 2.886 "HOG:A0562834" 562834 "Eukaryota" "TRINITY_DN5034_c0_g1" 0.9245
"594" "TRINITY_DN509_c0_g1_i1" 1.457 1.885 0 0 0 0 "HOG:A0555998" 555998 "Opisthokonta" "TRINITY_DN509_c0_g1" 0.557
"595" "TRINITY_DN509_c0_g1_i11" 6.349 2.288 2.438 6.561 2.881 2.209 "HOG:A0237311" 237311 "Streptophyta" "TRINITY_DN509_c0_g1" 3.78766666666667
"596" "TRINITY_DN509_c0_g1_i19" 111.897 146.796 69.312 151.609 241.64 169.433 "HOG:A0193852" 193852 "Brassicaceae" "TRINITY_DN509_c0_g1" 148.447833333333
"597" "TRINITY_DN509_c0_g1_i6" 0 1.276 2.005 0 0 0 "HOG:A0757170" 757170 "Bacteria" "TRINITY_DN509_c0_g1" 0.546833333333333
"598" "TRINITY_DN5122_c0_g1_i1" 2.825 0.449 2.985 2.798 0 4.597 "HOG:A0200029" 200029 "rosids" "TRINITY_DN5122_c0_g1" 2.27566666666667
"599" "TRINITY_DN5122_c0_g1_i1" 2.825 0.449 2.985 2.798 0 4.597 "HOG:A0202596" 202596 "Pentapetalae" "TRINITY_DN5122_c0_g1" 2.27566666666667
"600" "TRINITY_DN5160_c1_g1_i2" 1.981 2.141 2.318 2.445 1.939 0 "HOG:A0203413" 203413 "Pentapetalae" "TRINITY_DN5160_c1_g1" 1.804
"601" "TRINITY_DN5160_c1_g1_i7" 1.793 1.971 0.993 1.604 1.307 0.72 "HOG:A0530821" 530821 "Bilateria" "TRINITY_DN5160_c1_g1" 1.398
"602" "TRINITY_DN5199_c0_g1_i4" 3.337 6.929 2.816 10.673 2.647 3.503 "HOG:A0212551" 212551 "Mesangiospermae" "TRINITY_DN5199_c0_g1" 4.98416666666667
"603" "TRINITY_DN5204_c0_g1_i10" 1.66 1.666 1.257 0.998 2.573 2.103 "HOG:A0222214" 222214 "Magnoliopsida" "TRINITY_DN5204_c0_g1" 1.7095
"604" "TRINITY_DN5204_c0_g1_i10" 1.66 1.666 1.257 0.998 2.573 2.103 "HOG:A0197138" 197138 "malvids" "TRINITY_DN5204_c0_g1" 1.7095
"605" "TRINITY_DN5204_c0_g1_i11" 1.258 1.95 2.596 1.543 0.867 2.964 "HOG:A0174123" 174123 "fabids" "TRINITY_DN5204_c0_g1" 1.863
"606" "TRINITY_DN52172_c0_g1_i1" 0.19 0.714 0.125 0.306 1.188 0 "HOG:A0785621" 785621 "LUCA" "TRINITY_DN52172_c0_g1" 0.4205
"607" "TRINITY_DN52172_c0_g1_i2" 0.775 0.779 0.655 1.601 1.612 1.117 "HOG:A0229140" 229140 "Spermatophyta" "TRINITY_DN52172_c0_g1" 1.08983333333333
"608" "TRINITY_DN52172_c0_g1_i2" 0.775 0.779 0.655 1.601 1.612 1.117 "HOG:A0205835" 205835 "Pentapetalae" "TRINITY_DN52172_c0_g1" 1.08983333333333
"609" "TRINITY_DN523_c0_g1_i1" 14.758 2.513 2.035 12.875 2.378 4.527 "HOG:A0234722" 234722 "Embryophyta" "TRINITY_DN523_c0_g1" 6.51433333333333
"610" "TRINITY_DN5247_c1_g1_i3" 7.393 8.167 11.438 7.613 3.362 5.322 "HOG:A0505523" 505523 "Theria" "TRINITY_DN5247_c1_g1" 7.21583333333333
"611" "TRINITY_DN5266_c0_g1_i2" 2.392 2.315 1.925 2.677 2.728 2.043 "HOG:A0220667" 220667 "Magnoliopsida" "TRINITY_DN5266_c0_g1" 2.34666666666667
"612" "TRINITY_DN5266_c0_g1_i3" 0.784 0.59 0.444 1.16 0.992 0.309 "HOG:A0166962" 166962 "lamiids" "TRINITY_DN5266_c0_g1" 0.713166666666667
"613" "TRINITY_DN5367_c0_g1_i12" 8.633 7.065 7.529 4.949 1.451 5.925 "HOG:A0174283" 174283 "fabids" "TRINITY_DN5367_c0_g1" 5.92533333333333
"614" "TRINITY_DN5408_c0_g1_i1" 9.59 8.142 9.069 7.757 7.854 8.762 "HOG:A0206259" 206259 "Pentapetalae" "TRINITY_DN5408_c0_g1" 8.529
"615" "TRINITY_DN5408_c0_g1_i3" 3.218 6.367 3.687 3.772 5.374 4.566 "HOG:A0564232" 564232 "Eukaryota" "TRINITY_DN5408_c0_g1" 4.49733333333333
"616" "TRINITY_DN5442_c0_g1_i10" 3.88 3.603 4.869 4.805 6.825 5.348 "HOG:A0203133" 203133 "Pentapetalae" "TRINITY_DN5442_c0_g1" 4.88833333333333
"617" "TRINITY_DN5442_c0_g1_i9" 3.176 2.772 4.648 2.53 2.328 3.854 "HOG:A0235598" 235598 "Embryophyta" "TRINITY_DN5442_c0_g1" 3.218
"618" "TRINITY_DN5451_c0_g1_i3" 1.436 3.827 1.96 0.681 2.911 1.121 "HOG:A0199763" 199763 "rosids" "TRINITY_DN5451_c0_g1" 1.98933333333333
"619" "TRINITY_DN5451_c0_g1_i8" 3.84 0 2.194 2.179 2.747 1.207 "HOG:A0205217" 205217 "Pentapetalae" "TRINITY_DN5451_c0_g1" 2.02783333333333
"620" "TRINITY_DN547_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0212547" 212547 "Mesangiospermae" "TRINITY_DN547_c0_g1" 0
"621" "TRINITY_DN547_c0_g1_i3" 0.224 0.11 0.223 0 0 0.041 "HOG:A0167770" 167770 "asterids" "TRINITY_DN547_c0_g1" 0.0996666666666667
"622" "TRINITY_DN5492_c1_g1_i1" 0 0 0.959 0 0 1.57 "HOG:A0213903" 213903 "Mesangiospermae" "TRINITY_DN5492_c1_g1" 0.4215
"623" "TRINITY_DN5492_c1_g1_i2" 6.991 4.152 3.006 4.3 1.897 2.107 "HOG:A0168459" 168459 "asterids" "TRINITY_DN5492_c1_g1" 3.74216666666667
"624" "TRINITY_DN5619_c0_g1_i1" 0 0 0 0 1.238 0 "HOG:A0779836" 779836 "LUCA" "TRINITY_DN5619_c0_g1" 0.206333333333333
"625" "TRINITY_DN5619_c0_g1_i1" 0 0 0 0 1.238 0 "HOG:A0236535" 236535 "Embryophyta" "TRINITY_DN5619_c0_g1" 0.206333333333333
"626" "TRINITY_DN5629_c0_g1_i1" 12.359 4.014 2.152 0 2.258 0.439 "HOG:A0228202" 228202 "Spermatophyta" "TRINITY_DN5629_c0_g1" 3.537
"627" "TRINITY_DN5629_c0_g1_i2" 6.327 1.841 3.499 0.862 0.418 0.519 "HOG:A0780474" 780474 "LUCA" "TRINITY_DN5629_c0_g1" 2.24433333333333
"628" "TRINITY_DN5636_c0_g1_i13" 0.315 0.429 1.228 0 0.038 0.696 "HOG:A0174087" 174087 "fabids" "TRINITY_DN5636_c0_g1" 0.451
"629" "TRINITY_DN5636_c0_g1_i15" 1.46 0.805 0 5.315 3.029 0 "HOG:A0200136" 200136 "rosids" "TRINITY_DN5636_c0_g1" 1.76816666666667
"630" "TRINITY_DN5642_c0_g1_i1" 1.449 1.095 1.4 0.974 1.144 1.079 "HOG:A0206345" 206345 "Pentapetalae" "TRINITY_DN5642_c0_g1" 1.19016666666667
"631" "TRINITY_DN5642_c0_g1_i1" 1.449 1.095 1.4 0.974 1.144 1.079 "HOG:A0219909" 219909 "Magnoliopsida" "TRINITY_DN5642_c0_g1" 1.19016666666667
"632" "TRINITY_DN5692_c0_g1_i11" 11.426 10.586 14.779 0.749 0.923 0.87 "HOG:A0168109" 168109 "asterids" "TRINITY_DN5692_c0_g1" 6.5555
"633" "TRINITY_DN5792_c0_g1_i2" 1.173 0 0 1.648 1.065 0 "HOG:A0785610" 785610 "LUCA" "TRINITY_DN5792_c0_g1" 0.647666666666667
"634" "TRINITY_DN5840_c0_g1_i12" 78.005 56.14 79.066 15.307 49.945 56.519 "HOG:A0216713" 216713 "Mesangiospermae" "TRINITY_DN5840_c0_g1" 55.8303333333333
"635" "TRINITY_DN5840_c0_g1_i12" 78.005 56.14 79.066 15.307 49.945 56.519 "HOG:A0562500" 562500 "Eukaryota" "TRINITY_DN5840_c0_g1" 55.8303333333333
"636" "TRINITY_DN5877_c0_g1_i2" 0.416 1.093 0.555 0.494 0.586 0.204 "HOG:A0198169" 198169 "rosids" "TRINITY_DN5877_c0_g1" 0.558
"637" "TRINITY_DN5877_c0_g1_i3" 0.392 0.632 0.807 0.424 0.032 0.324 "HOG:A0168083" 168083 "asterids" "TRINITY_DN5877_c0_g1" 0.435166666666667
"638" "TRINITY_DN5879_c0_g1_i1" 0 2.526 0 0 1.972 0 "HOG:A0436067" 436067 "Schizophora" "TRINITY_DN5879_c0_g1" 0.749666666666667
"639" "TRINITY_DN5879_c0_g1_i10" 0.224 0.078 0.156 0.276 0.141 0.221 "HOG:A0235126" 235126 "Embryophyta" "TRINITY_DN5879_c0_g1" 0.182666666666667
"640" "TRINITY_DN5918_c0_g1_i1" 0 0 0 0 0.435 0 "HOG:A0779786" 779786 "LUCA" "TRINITY_DN5918_c0_g1" 0.0725
"641" "TRINITY_DN5918_c0_g1_i1" 0 0 0 0 0.435 0 "HOG:A0222130" 222130 "Magnoliopsida" "TRINITY_DN5918_c0_g1" 0.0725
"642" "TRINITY_DN5950_c0_g1_i2" 0.567 1.462 0.553 0.613 1.139 1.035 "HOG:A0567672" 567672 "Eukaryota" "TRINITY_DN5950_c0_g1" 0.894833333333333
"643" "TRINITY_DN596_c0_g1_i1" 2.198 2.321 2.541 3.663 4.293 3.889 "HOG:A0203428" 203428 "Pentapetalae" "TRINITY_DN596_c0_g1" 3.15083333333333
"644" "TRINITY_DN596_c0_g1_i9" 4.197 5.406 5.613 6.76 13.208 17.115 "HOG:A0167885" 167885 "asterids" "TRINITY_DN596_c0_g1" 8.7165
"645" "TRINITY_DN6018_c0_g1_i10" 0 0 0 0 0 0 "HOG:A0206321" 206321 "Pentapetalae" "TRINITY_DN6018_c0_g1" 0
"646" "TRINITY_DN6018_c0_g1_i10" 0 0 0 0 0 0 "HOG:A0564110" 564110 "Eukaryota" "TRINITY_DN6018_c0_g1" 0
"647" "TRINITY_DN6023_c0_g1_i3" 11.016 0 0 12.419 0 0 "HOG:A0238180" 238180 "Streptophyta" "TRINITY_DN6023_c0_g1" 3.90583333333333
"648" "TRINITY_DN6090_c0_g1_i1" 1.963 2.084 3.465 1.271 2.139 4.023 "HOG:A0167544" 167544 "asterids" "TRINITY_DN6090_c0_g1" 2.49083333333333
"649" "TRINITY_DN6090_c0_g1_i5" 0 1.511 0.054 0 1.476 0.094 "HOG:A0174991" 174991 "fabids" "TRINITY_DN6090_c0_g1" 0.5225
"650" "TRINITY_DN610_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0570921" 570921 "Eukaryota" "TRINITY_DN610_c0_g1" 0
"651" "TRINITY_DN610_c0_g1_i11" 3.689 4.548 3.435 4.07 1.898 3.054 "HOG:A0219668" 219668 "Magnoliopsida" "TRINITY_DN610_c0_g1" 3.449
"652" "TRINITY_DN6103_c0_g1_i10" 0 0 0 1.027 3.722 0 "HOG:A0757210" 757210 "Bacteria" "TRINITY_DN6103_c0_g1" 0.7915
"653" "TRINITY_DN6103_c0_g1_i12" 4.617 4.58 4.856 6.042 8.404 6.884 "HOG:A0198066" 198066 "rosids" "TRINITY_DN6103_c0_g1" 5.89716666666667
"654" "TRINITY_DN6118_c0_g1_i1" 2.519 1.845 2.801 1.541 1.745 2.516 "HOG:A0202465" 202465 "Pentapetalae" "TRINITY_DN6118_c0_g1" 2.16116666666667
"655" "TRINITY_DN6118_c0_g1_i12" 0 0 1.221 0 0 0 "HOG:A0198211" 198211 "rosids" "TRINITY_DN6118_c0_g1" 0.2035
"656" "TRINITY_DN6229_c0_g2_i1" 7.057 9.198 7.438 8.666 6.453 6.098 "HOG:A0582290" 582290 "Eukaryota" "TRINITY_DN6229_c0_g2" 7.485
"657" "TRINITY_DN6229_c0_g2_i1" 7.057 9.198 7.438 8.666 6.453 6.098 "HOG:A0781955" 781955 "LUCA" "TRINITY_DN6229_c0_g2" 7.485
"658" "TRINITY_DN6252_c0_g1_i1" 0.285 0.46 0 0.307 0.356 0 "HOG:A0238841" 238841 "Viridiplantae" "TRINITY_DN6252_c0_g1" 0.234666666666667
"659" "TRINITY_DN6252_c0_g1_i4" 1.255 0 0.84 5.726 6.71 14.25 "HOG:A0220752" 220752 "Magnoliopsida" "TRINITY_DN6252_c0_g1" 4.79683333333333
"660" "TRINITY_DN6260_c0_g1_i3" 1.735 1.092 1.19 0.696 1.58 0.191 "HOG:A0199763" 199763 "rosids" "TRINITY_DN6260_c0_g1" 1.08066666666667
"661" "TRINITY_DN6260_c0_g1_i5" 5.259 1.476 5.428 2.162 1 3.021 "HOG:A0208662" 208662 "Pentapetalae" "TRINITY_DN6260_c0_g1" 3.05766666666667
"662" "TRINITY_DN629_c0_g1_i2" 39.688 11.879 22.193 5.558 3.928 1.426 "HOG:A0174498" 174498 "fabids" "TRINITY_DN629_c0_g1" 14.112
"663" "TRINITY_DN629_c0_g1_i4" 0.612 0 0.337 0.307 0 0 "HOG:A0788301" 788301 "LUCA" "TRINITY_DN629_c0_g1" 0.209333333333333
"664" "TRINITY_DN6295_c0_g1_i1" 0 2.915 0 0 5.109 0 "HOG:A0232263" 232263 "Tracheophyta" "TRINITY_DN6295_c0_g1" 1.33733333333333
"665" "TRINITY_DN6295_c0_g1_i1" 0 2.915 0 0 5.109 0 "HOG:A0562450" 562450 "Eukaryota" "TRINITY_DN6295_c0_g1" 1.33733333333333
"666" "TRINITY_DN6338_c0_g1_i3" 1.995 3.625 3.36 1.919 3.217 3.784 "HOG:A0213931" 213931 "Mesangiospermae" "TRINITY_DN6338_c0_g1" 2.98333333333333
"667" "TRINITY_DN6342_c0_g1_i1" 0.475 0 0.643 0.174 0 0.828 "HOG:A0564646" 564646 "Eukaryota" "TRINITY_DN6342_c0_g1" 0.353333333333333
"668" "TRINITY_DN6342_c0_g1_i10" 1.094 0.638 0.857 0.781 0.959 0.643 "HOG:A0235108" 235108 "Embryophyta" "TRINITY_DN6342_c0_g1" 0.828666666666667
"669" "TRINITY_DN6470_c0_g1_i3" 6.189 6.043 7.074 3.622 2.523 4.003 "HOG:A0169494" 169494 "asterids" "TRINITY_DN6470_c0_g1" 4.909
"670" "TRINITY_DN6480_c0_g1_i1" 17.876 19.718 17.866 19.588 17.617 20.691 "HOG:A0555088" 555088 "Opisthokonta" "TRINITY_DN6480_c0_g1" 18.8926666666667
"671" "TRINITY_DN6480_c0_g1_i1" 17.876 19.718 17.866 19.588 17.617 20.691 "HOG:A0562421" 562421 "Eukaryota" "TRINITY_DN6480_c0_g1" 18.8926666666667
"672" "TRINITY_DN6566_c0_g1_i1" 91.673 123.231 112.439 132.009 246.663 149.783 "HOG:A0198127" 198127 "rosids" "TRINITY_DN6566_c0_g1" 142.633
"673" "TRINITY_DN6566_c0_g1_i2" 1.683 2.042 2.302 0.711 1.945 1.498 "HOG:A0232800" 232800 "Tracheophyta" "TRINITY_DN6566_c0_g1" 1.69683333333333
"674" "TRINITY_DN6601_c0_g1_i1" 0.202 0 0.115 0.733 0 0.433 "HOG:A0206175" 206175 "Pentapetalae" "TRINITY_DN6601_c0_g1" 0.247166666666667
"675" "TRINITY_DN6601_c0_g1_i3" 0.247 0 0.659 0.676 0 1.288 "HOG:A0786411" 786411 "LUCA" "TRINITY_DN6601_c0_g1" 0.478333333333333
"676" "TRINITY_DN6647_c0_g1_i12" 0 0 0 0 2.355 0 "HOG:A0562564" 562564 "Eukaryota" "TRINITY_DN6647_c0_g1" 0.3925
"677" "TRINITY_DN6647_c0_g1_i15" 0 1.315 0 0 0 0 "HOG:A0224178" 224178 "Spermatophyta" "TRINITY_DN6647_c0_g1" 0.219166666666667
"678" "TRINITY_DN6661_c0_g1_i10" 2.854 1.78 3.704 1.646 2.045 4.574 "HOG:A0563340" 563340 "Eukaryota" "TRINITY_DN6661_c0_g1" 2.76716666666667
"679" "TRINITY_DN6661_c0_g1_i10" 2.854 1.78 3.704 1.646 2.045 4.574 "HOG:A0555920" 555920 "Opisthokonta" "TRINITY_DN6661_c0_g1" 2.76716666666667
"680" "TRINITY_DN6665_c0_g1_i1" 1.897 1.572 1.78 2.229 2.063 1.564 "HOG:A0174322" 174322 "fabids" "TRINITY_DN6665_c0_g1" 1.85083333333333
"681" "TRINITY_DN6696_c0_g1_i2" 0.627 0.621 0.404 0.693 0.528 0.548 "HOG:A0224191" 224191 "Spermatophyta" "TRINITY_DN6696_c0_g1" 0.570166666666667
"682" "TRINITY_DN6696_c0_g1_i4" 0.628 0.442 0.445 0.56 0.481 0.431 "HOG:A0780480" 780480 "LUCA" "TRINITY_DN6696_c0_g1" 0.497833333333333
"683" "TRINITY_DN673_c0_g1_i2" 0 0.783 0 0 0 0 "HOG:A0234722" 234722 "Embryophyta" "TRINITY_DN673_c0_g1" 0.1305
"684" "TRINITY_DN6741_c0_g1_i1" 1.026 0 0 0.735 0 1.236 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN6741_c0_g1" 0.4995
"685" "TRINITY_DN6741_c0_g1_i1" 1.026 0 0 0.735 0 1.236 "HOG:A0223290" 223290 "Spermatophyta" "TRINITY_DN6741_c0_g1" 0.4995
"686" "TRINITY_DN6742_c0_g1_i1" 8.225 5.46 6.956 5.596 10.157 9.424 "HOG:A0225488" 225488 "Spermatophyta" "TRINITY_DN6742_c0_g1" 7.63633333333333
"687" "TRINITY_DN6742_c0_g1_i2" 1.283 1.335 1.728 2.562 3.466 0.705 "HOG:A0174047" 174047 "fabids" "TRINITY_DN6742_c0_g1" 1.8465
"688" "TRINITY_DN6742_c1_g1_i1" 0 3.003 0 0 2.512 0 "HOG:A0232961" 232961 "Tracheophyta" "TRINITY_DN6742_c1_g1" 0.919166666666667
"689" "TRINITY_DN6742_c1_g1_i3" 0 3.878 3.819 4.122 3.926 3.327 "HOG:A0224102" 224102 "Spermatophyta" "TRINITY_DN6742_c1_g1" 3.17866666666667
"690" "TRINITY_DN6864_c0_g1_i10" 1.546 0 0 1.519 0 0 "HOG:A0167505" 167505 "asterids" "TRINITY_DN6864_c0_g1" 0.510833333333333
"691" "TRINITY_DN6864_c0_g1_i9" 0.172 0.425 0.407 0 0.098 0.251 "HOG:A0201261" 201261 "rosids" "TRINITY_DN6864_c0_g1" 0.2255
"692" "TRINITY_DN7002_c0_g1_i1" 7.161 6.465 11.946 1.687 4.143 4.44 "HOG:A0168372" 168372 "asterids" "TRINITY_DN7002_c0_g1" 5.97366666666667
"693" "TRINITY_DN7002_c0_g1_i2" 8.826 10.609 9.166 4.083 6.447 4.8 "HOG:A0174087" 174087 "fabids" "TRINITY_DN7002_c0_g1" 7.32183333333333
"694" "TRINITY_DN71660_c0_g1_i1" 4.989 1.319 1.208 0 0.663 0.943 "HOG:A0203373" 203373 "Pentapetalae" "TRINITY_DN71660_c0_g1" 1.52033333333333
"695" "TRINITY_DN71660_c0_g1_i2" 3.75 2.979 5.317 1.571 1.297 5.735 "HOG:A0167887" 167887 "asterids" "TRINITY_DN71660_c0_g1" 3.4415
"696" "TRINITY_DN7227_c0_g2_i5" 1.162 1.731 2.81 0.79 0.976 1.036 "HOG:A0198064" 198064 "rosids" "TRINITY_DN7227_c0_g2" 1.4175
"697" "TRINITY_DN72293_c0_g1_i1" 0.123 0 0 0 0.224 0 "HOG:A0566919" 566919 "Eukaryota" "TRINITY_DN72293_c0_g1" 0.0578333333333333
"698" "TRINITY_DN72293_c0_g1_i1" 0.123 0 0 0 0.224 0 "HOG:A0221699" 221699 "Magnoliopsida" "TRINITY_DN72293_c0_g1" 0.0578333333333333
"699" "TRINITY_DN7241_c0_g1_i3" 3.255 5.17 4.364 3.942 6.233 5.424 "HOG:A0204223" 204223 "Pentapetalae" "TRINITY_DN7241_c0_g1" 4.73133333333333
"700" "TRINITY_DN7241_c0_g1_i6" 5.342 9.705 7.418 12.522 18.983 9.308 "HOG:A0214146" 214146 "Mesangiospermae" "TRINITY_DN7241_c0_g1" 10.5463333333333
"701" "TRINITY_DN7304_c0_g1_i2" 0.413 0.17 0 0 0.489 0 "HOG:A0229274" 229274 "Spermatophyta" "TRINITY_DN7304_c0_g1" 0.178666666666667
"702" "TRINITY_DN7314_c0_g1_i1" 3.383 3.787 4.727 7.494 12.236 6.821 "HOG:A0562498" 562498 "Eukaryota" "TRINITY_DN7314_c0_g1" 6.408
"703" "TRINITY_DN7314_c0_g1_i2" 0.563 0.243 0 0.876 0.139 0.685 "HOG:A0515778" 515778 "Euteleostomi" "TRINITY_DN7314_c0_g1" 0.417666666666667
"704" "TRINITY_DN7402_c0_g1_i17" 0.899 1.206 0.215 1.427 0.923 0 "HOG:A0757372" 757372 "Bacteria" "TRINITY_DN7402_c0_g1" 0.778333333333333
"705" "TRINITY_DN7420_c0_g1_i1" 5.053 6.166 8.35 1.487 1.935 0 "HOG:A0233706" 233706 "Embryophyta" "TRINITY_DN7420_c0_g1" 3.83183333333333
"706" "TRINITY_DN7664_c0_g1_i1" 2.179 1.103 2.309 1.911 2.216 3.261 "HOG:A0238360" 238360 "Streptophyta" "TRINITY_DN7664_c0_g1" 2.16316666666667
"707" "TRINITY_DN7664_c0_g1_i2" 10.026 9.751 9.928 7.258 8.019 9.095 "HOG:A0232255" 232255 "Tracheophyta" "TRINITY_DN7664_c0_g1" 9.01283333333333
"708" "TRINITY_DN7693_c0_g1_i12" 0 0.102 0.085 0.18 0.102 0.283 "HOG:A0240060" 240060 "Viridiplantae" "TRINITY_DN7693_c0_g1" 0.125333333333333
"709" "TRINITY_DN7693_c0_g1_i8" 0.451 0.896 0.536 0.473 0.546 0.413 "HOG:A0571809" 571809 "Eukaryota" "TRINITY_DN7693_c0_g1" 0.5525
"710" "TRINITY_DN7743_c0_g1_i3" 0.522 0.673 1.139 1.24 0.703 0.886 "HOG:A0582584" 582584 "Eukaryota" "TRINITY_DN7743_c0_g1" 0.8605
"711" "TRINITY_DN7807_c0_g1_i11" 3.064 2.703 2.239 2.723 0 2.766 "HOG:A0238784" 238784 "Viridiplantae" "TRINITY_DN7807_c0_g1" 2.24916666666667
"712" "TRINITY_DN7807_c0_g1_i4" 3.144 2.777 2.897 2.47 2.501 2.53 "HOG:A0565970" 565970 "Eukaryota" "TRINITY_DN7807_c0_g1" 2.71983333333333
"713" "TRINITY_DN78259_c0_g1_i1" 1.484 0.827 0.132 0.296 0 0 "HOG:A0200580" 200580 "rosids" "TRINITY_DN78259_c0_g1" 0.4565
"714" "TRINITY_DN78259_c0_g1_i2" 0.381 0.214 0.763 0.942 0.104 0 "HOG:A0164624" 164624 "Solanaceae" "TRINITY_DN78259_c0_g1" 0.400666666666667
"715" "TRINITY_DN7880_c0_g1_i1" 1.041 1.692 1.465 1.271 1.358 2.069 "HOG:A0237068" 237068 "Streptophyta" "TRINITY_DN7880_c0_g1" 1.48266666666667
"716" "TRINITY_DN7880_c0_g1_i4" 0.634 0.901 0 0.452 0.118 0 "HOG:A0229770" 229770 "Spermatophyta" "TRINITY_DN7880_c0_g1" 0.350833333333333
"717" "TRINITY_DN8071_c0_g1_i11" 0.611 0 0.821 1.278 0 1.047 "HOG:A0238670" 238670 "Viridiplantae" "TRINITY_DN8071_c0_g1" 0.626166666666667
"718" "TRINITY_DN8071_c0_g1_i12" 0 0 3.37 0 0 5.67 "HOG:A0787884" 787884 "LUCA" "TRINITY_DN8071_c0_g1" 1.50666666666667
"719" "TRINITY_DN81607_c0_g1_i1" 1.415 0.669 0.665 1.062 0.721 0.606 "HOG:A0563515" 563515 "Eukaryota" "TRINITY_DN81607_c0_g1" 0.856333333333333
"720" "TRINITY_DN81607_c0_g1_i1" 1.415 0.669 0.665 1.062 0.721 0.606 "HOG:A0232726" 232726 "Tracheophyta" "TRINITY_DN81607_c0_g1" 0.856333333333333
"721" "TRINITY_DN8236_c0_g1_i1" 0 0.18 1.501 0 0 0.49 "HOG:A0174403" 174403 "fabids" "TRINITY_DN8236_c0_g1" 0.361833333333333
"722" "TRINITY_DN8236_c0_g1_i2" 7.608 7.18 6.611 3.528 6.627 4.043 "HOG:A0227828" 227828 "Spermatophyta" "TRINITY_DN8236_c0_g1" 5.93283333333333
"723" "TRINITY_DN8261_c0_g1_i1" 1.186 0.72 1.079 1.139 0.719 1.227 "HOG:A0570813" 570813 "Eukaryota" "TRINITY_DN8261_c0_g1" 1.01166666666667
"724" "TRINITY_DN8261_c0_g1_i1" 1.186 0.72 1.079 1.139 0.719 1.227 "HOG:A0212951" 212951 "Mesangiospermae" "TRINITY_DN8261_c0_g1" 1.01166666666667
"725" "TRINITY_DN8263_c0_g1_i1" 1.537 0.927 1.053 1.151 0.832 1.873 "HOG:A0198157" 198157 "rosids" "TRINITY_DN8263_c0_g1" 1.22883333333333
"726" "TRINITY_DN8263_c0_g1_i11" 3.128 4.938 4.164 3.874 2.149 3.153 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN8263_c0_g1" 3.56766666666667
"727" "TRINITY_DN8352_c1_g1_i2" 0 1.282 3.74 0 2.586 3.332 "HOG:A0644913" 644913 "Actinobacteria" "TRINITY_DN8352_c1_g1" 1.82333333333333
"728" "TRINITY_DN8352_c1_g1_i3" 0 1.73 3.475 0 2.79 3 "HOG:A0568968" 568968 "Eukaryota" "TRINITY_DN8352_c1_g1" 1.8325
"729" "TRINITY_DN8391_c0_g1_i23" 2.039 0 0 1.133 0 0.601 "HOG:A0198064" 198064 "rosids" "TRINITY_DN8391_c0_g1" 0.628833333333333
"730" "TRINITY_DN846_c0_g1_i1" 8.991 10.847 10.153 4.677 5.206 2.159 "HOG:A0780358" 780358 "LUCA" "TRINITY_DN846_c0_g1" 7.0055
"731" "TRINITY_DN8471_c0_g1_i1" 0 0 0 0 0 1.903 "HOG:A0173588" 173588 "50" "TRINITY_DN8471_c0_g1" 0.317166666666667
"732" "TRINITY_DN8471_c0_g1_i2" 1.194 0.852 4.461 2.663 3.235 17.722 "HOG:A0168227" 168227 "asterids" "TRINITY_DN8471_c0_g1" 5.02116666666667
"733" "TRINITY_DN850_c0_g1_i15" 45.636 42.267 38.266 35.777 28.735 33.671 "HOG:A0562171" 562171 "Eukaryota" "TRINITY_DN850_c0_g1" 37.392
"734" "TRINITY_DN850_c0_g1_i18" 89.858 90.749 92.712 68.983 74.732 97.157 "HOG:A0214197" 214197 "Mesangiospermae" "TRINITY_DN850_c0_g1" 85.6985
"735" "TRINITY_DN851_c0_g1_i1" 0 0 0 0 0 0 "HOG:A0219605" 219605 "Magnoliopsida" "TRINITY_DN851_c0_g1" 0
"736" "TRINITY_DN8655_c0_g1_i1" 0 0 0 0.193 0 0.513 "HOG:A0234907" 234907 "Embryophyta" "TRINITY_DN8655_c0_g1" 0.117666666666667
